t_name,male_14A,male_14B,male_14C,male_14D,female_14A,female_14B,female_14C,female_14D,gene_name
FBtr0114258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CR41571
FBtr0346770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG45784
FBtr0302440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CR12798
FBtr0302347,22.995892,38.139065,11.577139,20.456739000000002,60.885391000000006,13.378373000000002,12.462192,17.807884,CR40182
FBtr0346769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG45783
FBtr0345282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CR45220
FBtr0345281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CR45220
FBtr0300207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spok
FBtr0113885,13.260360999999998,17.239393,23.440947,15.497013,16.489952,16.836012,16.680981,5.853689,Parp
FBtr0301810,22.547806,21.050028,16.936657,17.503967000000003,30.254112,13.869886,9.486464999999999,9.371358,Alg-2
FBtr0113895,10.344075,68.235687,73.268066,83.583923,21.008986,69.35215,57.466698,58.96316899999999,Tim17b
FBtr0345179,166.783005,73.92840600000001,79.380623,90.557098,223.75581400000002,75.13801600000001,62.26099,63.882309,Tim17b
FBtr0301812,17.207710000000002,33.118922999999995,24.064606,31.374651,42.41988,27.468718,18.271107,19.138815,CG41128
FBtr0113990,15.567173,1.492802,19.073153,0.0,20.698704,42.197868,15.358982999999998,25.469652,CG41099
FBtr0113991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG41099
FBtr0344573,0.0,14.376467000000002,0.0,0.0,6.068427,0.0,0.0,0.0,CG41099
FBtr0113989,15.296122,27.156288,15.964554999999999,0.0,16.383141000000002,2.847979,3.116651,7.428649000000001,CG41099
FBtr0336454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG42402
FBtr0339974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG42402
FBtr0301942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG42402
FBtr0113694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gfat1
FBtr0302850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gfat1
FBtr0113687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gfat1
FBtr0113690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gfat1
FBtr0113692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gfat1
FBtr0302846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gfat1
FBtr0302847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gfat1
FBtr0302848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gfat1
FBtr0302849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gfat1
FBtr0114267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CR41601
FBtr0333189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG40198
FBtr0301809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG40198
FBtr0078962,14.103013,18.570511,81.08506,120.82751499999999,14.535560999999998,40.93845,118.381996,153.487686,CG12581
FBtr0078961,1.050332,0.0,0.0,0.0,0.9323370000000001,0.8899799999999999,5.512268,6.260028,CG12581
FBtr0308946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CR33294
FBtr0078989,0.487084,3.430243,0.712815,0.0,1.1096190000000001,0.970843,0.7062,0.0,Dsk
FBtr0308945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CR33294
FBtr0078964,15.693093,10.812806,15.661160999999998,0.0,7.323932000000001,4.513701,11.247373,11.587598,CG12582
FBtr0306022,0.0,0.930588,0.0,0.0,0.0,0.0,0.757249,0.0,CG12582
FBtr0336703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG12582
FBtr0336704,0.0,2.259893,0.0,0.0,0.0,1.277471,0.0,0.0,CG12582
FBtr0336702,1.664168,1.54556,1.238918,0.0,3.811692,0.7294649999999999,1.403585,2.6420150000000002,CG12582
FBtr0078988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG14636
FBtr0111206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG14636
FBtr0078965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aux
FBtr0078987,0.099694,0.0,0.151975,0.347506,0.14283800000000002,0.0,0.0,0.337497,CG31516
FBtr0078966,77.47637900000001,80.119781,73.95919,27.346885999999998,70.030579,96.154587,91.592751,47.972640999999996,aux
FBtr0336705,0.466105,1.557282,5.821382,1.5013459999999998,0.0,3.478968,0.0,1.536698,aux
FBtr0336706,1.61209,1.6964169999999998,2.203373,0.0,0.0,1.3054569999999999,0.0,0.0,aux
FBtr0078986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DhpD
FBtr0078985,168.012573,175.782593,206.762909,240.25102200000003,196.796326,170.527954,214.726105,212.36886600000003,CG14641
FBtr0078967,32.31897,36.101836999999996,42.134796,38.448059,35.82692,34.947868,41.524387,37.279076,abs
FBtr0078968,0.0,0.0,1.899127,0.0,0.665455,0.0,0.0,0.0,Gel
FBtr0078969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gel
FBtr0078973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gel
FBtr0309256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gel
FBtr0336707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gel
FBtr0078971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gel
FBtr0309257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gel
FBtr0089688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG14642
FBtr0309258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG14642
FBtr0089687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG14642
FBtr0112501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG34305
FBtr0113190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TwdlU
FBtr0078975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TwdlF
FBtr0336709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TwdlG
FBtr0078982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TwdlG
FBtr0346145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TwdlG
FBtr0078981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG14644
FBtr0336708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG14644
FBtr0078976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TwdlV
FBtr0078977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Or82a
FBtr0336480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG1092
FBtr0336481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG1092
FBtr0113191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG9766
FBtr0346235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CR45597
FBtr0078897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cpx
FBtr0336482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cpx
FBtr0078898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cpx
FBtr0078899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cpx
FBtr0301768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cpx
FBtr0301769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cpx
FBtr0078900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cpx
FBtr0078902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cpx
FBtr0113338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cpx
FBtr0113340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cpx
FBtr0301770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cpx
FBtr0113341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cpx
FBtr0300789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cpx
FBtr0301771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cpx
FBtr0078901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cpx
FBtr0301772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cpx
FBtr0310506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cpx
FBtr0100500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cpx
FBtr0113337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cpx
FBtr0310614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cpx
FBtr0078959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG9780
FBtr0100499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cpx
FBtr0304264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mir-929
FBtr0304265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mir-929
FBtr0078903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MP1
FBtr0300936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MP1
FBtr0078958,26.713729999999998,26.291662,20.415062,13.094277,20.310425,12.272194,13.335759,12.773558,Vps24
FBtr0273009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG9791
FBtr0336485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Syt14
FBtr0078957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Syt14
FBtr0339551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Syt14
FBtr0336484,19.67697,21.304094,3.388462,0.0,4.044217,6.29447,4.364198,9.261319,CG9795
FBtr0078907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG9795
FBtr0336483,35.115177,36.341873,15.486016000000001,0.0,26.263268,40.459755,12.617814,0.0,CG9795
FBtr0100617,0.0,0.0,0.0,0.0,0.0,3.3411129999999996,0.0,0.0,CG9795
FBtr0078955,59.563198,72.582054,79.406754,60.723468999999994,67.249466,84.493774,85.919701,81.088898,CG9776
FBtr0078956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG9776
FBtr0078953,7.860444,53.035267000000005,11.672328,31.935926000000002,53.032661,47.410961,43.282452,39.565533,Skp2
FBtr0078908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG14645
FBtr0344740,127.657715,69.03456899999999,105.85495,41.570133,71.93911700000001,62.838425,58.858481999999995,51.501381,Skp2
FBtr0078909,51.425796999999996,47.814907,45.22084,69.01458000000001,38.015087,53.569019,53.273323,58.114429,CG1103
FBtr0111220,3.9113379999999998,5.004453,10.228216999999999,3.85391,26.48749,2.9685799999999998,3.157013,2.957347,CG1103
FBtr0078951,23.019869,49.170246,47.147552000000005,25.195529999999998,33.785706,53.056819999999995,59.60039499999999,22.783422,hkb
FBtr0332449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG1090
FBtr0335201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG1090
FBtr0335202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG1090
FBtr0335203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG1090
FBtr0343890,0.0,0.0,0.060427999999999996,0.161204,0.0,0.0,0.0,0.095427,CR44922
FBtr0078913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG11739
FBtr0078914,10.33642,6.798735000000001,0.0,0.0,10.173059,5.535080000000001,1.011694,0.0,CG11739
FBtr0078915,12.88137,10.985737,0.0,0.0,12.677791000000001,6.897883,1.260786,0.0,CG11739
FBtr0078916,1.036278,1.757941,5.653055,0.0,1.66477,1.363257,1.129959,0.0,CG11739
FBtr0078917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cont
FBtr0302338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tub
FBtr0302339,15.669922,18.102119000000002,8.250066,6.412953,13.221716,11.281343,7.882703,7.9153270000000004,CG14646
FBtr0078919,14.633895,13.047835000000001,7.704607000000001,5.988958,12.347553,7.5366990000000005,7.361532,7.391999,CG14646
FBtr0308807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG34112
FBtr0308808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG34112
FBtr0308809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG34112
FBtr0110805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG34112
FBtr0347125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CR45999
FBtr0347124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CR45999
FBtr0339552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.052526,CG9855
FBtr0078950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.179543,CG9855
FBtr0344215,31.800929999999997,6.3640870000000005,20.503501999999997,22.376108,5.249621,27.292624,20.271254000000003,19.491215,CG9853
FBtr0078949,37.355419,63.688480000000006,23.230114,25.35174,78.488014,30.92207,22.966982,22.083212,CG9853
FBtr0113192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG9853
FBtr0290222,23.447414000000002,22.823902,8.478523,20.161854,21.112844,14.020098,6.037044,12.618819,CG14647
FBtr0345153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CR45187
FBtr0078921,82.586678,82.066696,74.987122,80.398193,77.100273,80.965981,75.982399,78.594803,lost
FBtr0290250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG32944
FBtr0290249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG32944
FBtr0339973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG32944
FBtr0078923,0.0,0.0,0.0,0.0,0.0,0.0,0.233729,0.39118800000000004,CG31528
FBtr0078946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,srl
FBtr0301244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,srl
FBtr0336458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,srl
FBtr0078924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153837,CG31525
FBtr0346646,161.807587,152.9935,181.110794,120.58335100000001,136.188568,183.492325,169.285187,203.664413,eIF3-S10
FBtr0078944,166.91098,157.81890900000002,186.82299799999998,134.265198,140.483948,193.0047,174.624435,224.571396,eIF3-S10
FBtr0078925,19.065286999999998,14.772456,15.442972,44.990124,12.993545,11.658589,23.050320000000003,53.612956999999994,CG1074
FBtr0346735,16.749544,15.462522,0.628571,10.178222,10.170167999999999,5.213623,8.277317,4.839454,CG9804
FBtr0078943,14.305279999999998,13.159889000000002,0.5349659999999999,1.350531,8.655658,4.437224,7.044683,4.118777,CG9804
FBtr0335428,18.114570999999998,16.532965,9.16203,0.0,0.0,0.0,8.791012,0.0,CR44134
FBtr0078926,66.93985,74.772377,88.516899,41.058739,60.221165,87.891808,98.158363,83.951714,CG14650
FBtr0078941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG31522
FBtr0306343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG31522
FBtr0335432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG31522
FBtr0078942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG31522
FBtr0078939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG31522
FBtr0335431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG31522
FBtr0306344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG31522
FBtr0345149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CR43629
FBtr0345148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CR43629
FBtr0309986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CR43629
FBtr0078938,3.895978,9.228793,12.090454,17.985546,24.250422,4.196778,12.379974,22.016315,CG31523
FBtr0345142,0.0,4.525303,4.698351000000001,0.0,2.924673,4.150333,3.001693,0.0,CG31523
FBtr0078937,0.0,4.019718,4.173432,0.0,2.597917,3.6866410000000003,2.666331,0.0,CG31523
FBtr0335430,6.7641979999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG31523
FBtr0078935,23.153534,9.694853,9.446742,0.0,47.531025,26.607838,16.642303,0.0,CG31523
FBtr0335429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG31523
FBtr0078936,33.885681,31.499525,25.823122,17.004864,11.843249,8.178492,30.232296,21.871004,CG31523
FBtr0299947,0.211689,0.202372,0.506394,1.226032,0.08749,0.162689,0.607093,2.7174810000000003,CG14651
FBtr0078928,97.83483100000001,100.617638,115.985077,103.661461,92.425453,99.824867,105.88056200000001,118.10826100000001,Fip1
FBtr0335239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG34357
FBtr0303867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG34357
FBtr0112726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG34425
FBtr0112568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG34357
FBtr0078929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG31526
FBtr0303865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG31526
FBtr0303866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mur82C
FBtr0078896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.510318,CG32945
FBtr0346214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CR45558
FBtr0339604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CR44317
FBtr0339605,0.0,0.0,0.463107,1.630808,0.0,0.0,0.9792280000000001,0.0,CR44317
FBtr0300474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5-HT2A
FBtr0078854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5-HT2A
FBtr0078855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5-HT2A
FBtr0339397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5-HT2A
FBtr0339395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5-HT2A
FBtr0346413,0.0,0.0,0.0,0.0,0.166184,0.0,0.0,0.220439,CR45673
FBtr0078895,0.0,0.0,0.0,0.0,0.0,0.0,25.086296,0.0,CG9775
FBtr0078894,176.464066,227.372223,220.275513,136.094879,109.416901,232.553238,282.707794,103.739609,CG9775
FBtr0301297,82.4534,80.544403,6.662364,4.068793,73.232414,74.795692,9.623387,1.522829,CG9775
FBtr0336457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG9775
FBtr0078856,42.486351,36.678253000000005,35.947823,42.336445,36.989596999999996,30.145536,17.211206,24.084579,MED31
FBtr0078857,60.83766899999999,52.537113,7.518414999999999,27.502090000000003,59.947281000000004,33.442142,33.120312,18.94499,MED31
FBtr0305312,0.0,5.9276089999999995,0.0,1.721152,0.0,2.658004,0.0,0.0,MED31
FBtr0336456,0.0,1.183548,0.0,2.000681,3.218545,0.0,1.005321,0.0,MED31
FBtr0345249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MED31
FBtr0301296,7.1684470000000005,12.517610000000001,0.0,1.257732,13.175756,11.505339999999999,2.075541,6.7139050000000005,slx1
FBtr0078893,59.61904499999999,63.495899,49.390854,48.189415000000004,79.91600799999999,57.756775,49.035469,36.945755,Dip2
FBtr0078859,129.436569,135.801773,128.61871299999999,99.37258100000001,119.10675,136.65509,117.089928,123.48756399999999,rpk
FBtr0305313,0.0,1.855205,0.0,0.0,0.0,0.0,0.0,0.0,rpk
FBtr0336465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CR44155
FBtr0078860,70.526123,64.096703,55.903130000000004,41.059185,44.511978000000006,81.253792,7.162292,9.061064,Karybeta3
FBtr0336462,73.525085,66.822266,64.311554,50.916233,49.861855,85.774651,126.05333700000001,141.801544,Karybeta3
FBtr0078861,0.0,0.0,0.0,0.0,0.0,0.0,2.6217200000000003,2.883891,spartin
FBtr0308820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,spartin
FBtr0308849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG43427
FBtr0308850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG43427
FBtr0308851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG43427
FBtr0308852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG43427
FBtr0308855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG43427
FBtr0308856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG43427
FBtr0308857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG43427
FBtr0308858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG43427
FBtr0336464,0.379153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CR44156
FBtr0336463,0.0,0.0,0.0,0.0,0.469743,0.0,0.271627,0.28413499999999997,CR44157
FBtr0091931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG33927
FBtr0308853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG43427
FBtr0308854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG43427
FBtr0078892,394.48495499999996,339.47937,356.74588,463.777313,456.308594,308.54046600000004,335.405273,390.130646,CG9769
FBtr0343891,0.0,0.0,0.0,0.0,0.0,0.0,0.283127,0.0,CR44923
FBtr0333922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nep2
FBtr0078891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nep2
FBtr0305133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nep2
FBtr0302613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tacc
FBtr0302616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tacc
FBtr0089950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tacc
FBtr0089951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tacc
FBtr0089949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tacc
FBtr0089952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tacc
FBtr0089953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tacc
FBtr0332445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tacc
FBtr0306654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tacc
FBtr0089955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tacc
FBtr0302614,3.423875,5.1082790000000005,0.0,0.0,0.0,0.0,7.494244999999999,10.588697999999999,tacc
FBtr0302615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tacc
FBtr0332446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tacc
FBtr0334899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,atms
FBtr0334965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG44098
FBtr0345143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG44098
FBtr0334966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG44098
FBtr0334964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG44098
FBtr0334905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG44088
FBtr0078868,130.989273,129.11213700000002,133.546219,132.013702,135.253479,124.21556899999999,132.20658899999998,150.11438,atms
FBtr0078881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG14655
FBtr0078880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG17387
FBtr0334902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ctrip
FBtr0334903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ctrip
FBtr0344029,0.0,0.0,0.0,0.0,0.0,0.763703,0.0,0.0,ctrip
FBtr0301437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ctrip
FBtr0303912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ctrip
FBtr0303915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ctrip
FBtr0344028,0.0,0.0,0.0,0.0,0.0,0.0,4.568467,0.0,ctrip
FBtr0303911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.077706,ctrip
FBtr0303914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ctrip
FBtr0303917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ctrip
FBtr0344030,11.130283,9.443992,0.0,0.0,0.0,20.909660000000002,4.392075,3.120732,ctrip
FBtr0078876,11.377393,10.11675,10.016665,18.812954,11.461185,8.857089,9.06682,13.884189000000001,Hus1-like
FBtr0334904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hus1-like
FBtr0345175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG1129
FBtr0078870,3.510351,0.0,7.549275,0.0,0.0,0.0,8.881621,9.764508,CG1129
FBtr0078871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG1129
FBtr0345174,1.737063,4.6878910000000005,0.795165,11.821591,4.037626,0.0,1.2081680000000001,3.1217479999999997,CG1129
FBtr0078872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG1126
FBtr0334900,10.192495,8.988488,12.161328999999999,10.668071000000001,7.326389,7.76617,11.453785,3.280043,CG14657
FBtr0334901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CG14657
FBtr0078875,12.561172000000001,11.077361,14.987553,13.147271,11.077556,12.13621,14.115581,29.324945,CG14657
FBtr0078874,0.0,0.0,0.0,1.730271,0.0,0.0,0.0,0.497906,CG14658
FBtr0078873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.401208,CG14659
FBtr0078836,0.0,0.0,138.429977,105.024551,0.0,11.312389999999999,139.519547,128.475693,opa
FBtr0078852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,laf
FBtr0345252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,laf
FBtr0346254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CR45580
FBtr0078837,1.88662,0.0,0.0,0.0,0.0,0.0,0.0,9.140637,Gnf1
FBtr0100159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gnf1
FBtr0336810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cdep
FBtr0336812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cdep
FBtr0336809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cdep
FBtr0336811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cdep
FBtr0345154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CR45188
